ID,Sorszam,IzometrialapID,Izometria,Lap,Suly,DN,Tipus,Munkaora,Datum,Elkeszult %,Elkeszult munkaora,Kategoria,Kulso atmero,Falvastagsag,Elkeszitette,Nyomasfokozat,Hossz,Elkeszult,CsovezetekID
z6y0izmb,1,59sevxse,P200007-030-EMPDIO-0001,3,0.4,25.0,"Fix, csúszó",0.45344,,0.0,0.0,Csotarto,,,,,,,
nfpd64oh,1,0fmqtmlq,P200007-030-EMPDIO-0001,4,0.9,50.0,"Fix, csúszó",0.43524,,0.0,0.0,Csotarto,,,,,,,
iv4sd8eo,2,0fmqtmlq,P200007-030-EMPDIO-0001,4,1.5,25.0,"Fix, csúszó",0.4524,,0.0,0.0,Csotarto,,,,,,,
by2s4obs,1,ji3knp0z,P200007-030-EMPDIO-0001,5,1.8,25.0,"Fix, csúszó",0.47268,,0.0,0.0,Csotarto,,,,,,,
mqask54q,1,s13gu8i4,P200007-030-EMPDIO-0001,6,6.2,25.0,"Fix, csúszó",0.683488,,0.0,0.0,Csotarto,,,,,,,
lruiwham,2,s13gu8i4,P200007-030-EMPDIO-0001,6,6.2,25.0,"Fix, csúszó",0.683488,,0.0,0.0,Csotarto,,,,,,,
emy6vna0,3,s13gu8i4,P200007-030-EMPDIO-0001,6,6.2,25.0,"Fix, csúszó",0.683488,,0.0,0.0,Csotarto,,,,,,,
j75hg97r,4,s13gu8i4,P200007-030-EMPDIO-0001,6,6.2,25.0,"Fix, csúszó",0.683488,,0.0,0.0,Csotarto,,,,,,,
dus5g9n4,5,s13gu8i4,P200007-030-EMPDIO-0001,6,6.2,25.0,"Fix, csúszó",0.683488,,0.0,0.0,Csotarto,,,,,,,
18379yam,6,s13gu8i4,P200007-030-EMPDIO-0001,6,4.0,25.0,"Fix, csúszó",0.6344,,0.0,0.0,Csotarto,,,,,,,
u1o45c2q,1,y7evpjds,P200007-030-EMPDIO-0002,1,6.2,25.0,"Fix, csúszó",0.683488,,0.0,0.0,Csotarto,,,,,,,
myq1zw9h,1,908zwnlp,P200007-030-EMPDIO-0002,2,4.0,25.0,"Fix, csúszó",0.6344,,0.0,0.0,Csotarto,,,,,,,
9756arww,1,8o4q14u8,P200007-030-EMPDIO-0002,3,6.2,25.0,"Fix, csúszó",0.683488,,0.0,0.0,Csotarto,,,,,,,
dcd36xbd,1,ou6bzytl,P200007-030-EMPDIO-0003,1,35.0,200.0,"Fix, csúszó",1.8928,,0.0,0.0,Csotarto,,,,,,,
bhwdbxlw,1,agnt5ng3,P200007-030-EMPDIO-0003,2,35.0,200.0,"Fix, csúszó",1.8928,2023-07-25,100.0,1.8928,Csotarto,,,,,,,
7te7t8sp,1,g8kctac3,P200007-030-EMPDIO-0004,1,38.3,250.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
cuob9pqs,1,9948xstg,P200007-050-EMPDIO-0001,1,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
5uefp41f,1,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
ue4up4go,2,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
34f2ckf2,3,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
xg8bazxo,4,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
rzjlak9q,5,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
321h0mgx,6,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
vbwvbgzm,7,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
0og4carh,8,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
v7cwvbqc,9,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
bfewcs0r,10,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
j6z280ak,11,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
rahajab6,12,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
tpy5bdrc,13,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
swdn3ftm,14,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
u13uziss,15,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
g8woi89m,16,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
pxl4o5oy,17,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
3mkfu7i0,18,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
2n4fdn7l,19,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
i1u4q7zm,20,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
utvxnnlb,21,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
6kyx1ahu,22,7rscu9pq,P200007-050-EMPDIO-0001,2,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
f51t4820,1,86rlrded,P200007-050-EMPDIO-0001,3,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
sr0ngebn,2,86rlrded,P200007-050-EMPDIO-0001,3,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
u2c51xur,3,86rlrded,P200007-050-EMPDIO-0001,3,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
wzom4g8h,4,86rlrded,P200007-050-EMPDIO-0001,3,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
tlnpt1vl,5,86rlrded,P200007-050-EMPDIO-0001,3,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
bqylosj1,6,86rlrded,P200007-050-EMPDIO-0001,3,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
uplan8qq,7,86rlrded,P200007-050-EMPDIO-0001,3,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
ersylup7,8,86rlrded,P200007-050-EMPDIO-0001,3,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
jhfg1crn,9,86rlrded,P200007-050-EMPDIO-0001,3,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
ltrt4syj,10,86rlrded,P200007-050-EMPDIO-0001,3,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
zju8ztl8,11,86rlrded,P200007-050-EMPDIO-0001,3,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
fbwu1ipy,1,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
cu7m868c,2,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
jau8sbld,3,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
t4jwn8q7,4,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
0jrmtz7f,5,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
g9f44i08,6,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
xh9pqapr,7,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
vp1bl0bi,8,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
9ex41v9h,9,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
kkoif1x1,10,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
ex0cv7sn,11,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
e7d3sel1,12,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
90hj2djz,13,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
wec9ulkr,14,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
xcopvtsq,15,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
v58prlsk,16,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
pjoj1c8y,17,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
k28fux2r,18,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
xj3qi8xc,19,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
f6x6lewf,20,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
wkdelmpk,21,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
t1254i48,22,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
0m5htcyx,23,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
l3uczs8i,24,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
f8lpk9pq,25,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
01ayysdp,26,4d0dvdrf,P200007-050-EMPDIO-0001,4,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
nn4ssmc8,1,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
fpjhjpv8,2,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-25,100.0,0.45552,Csotarto,,,,,,,
nlmbkzqp,3,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-25,100.0,0.45552,Csotarto,,,,,,,
ym7b1nq3,4,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-25,100.0,0.45552,Csotarto,,,,,,,
tkp8zrdf,5,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-25,100.0,0.45552,Csotarto,,,,,,,
id641zyg,6,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-25,100.0,0.45552,Csotarto,,,,,,,
89t8wa4x,7,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-25,100.0,0.45552,Csotarto,,,,,,,
wlzelzgv,8,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-25,100.0,0.45552,Csotarto,,,,,,,
dqhq6vxb,9,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-25,100.0,0.45552,Csotarto,,,,,,,
b2b3x434,10,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-25,100.0,0.45552,Csotarto,,,,,,,
q7p2zn34,11,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-25,100.0,0.45552,Csotarto,,,,,,,
iifbczlx,12,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-25,100.0,0.45552,Csotarto,,,,,,,
izz8wcsz,13,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-29,100.0,0.45552,Csotarto,,,,,,,
9yrjcqmw,14,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-29,100.0,0.45552,Csotarto,,,,,,,
nhtxq23h,15,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-29,100.0,0.45552,Csotarto,,,,,,,
3auovu3d,16,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-29,100.0,0.45552,Csotarto,,,,,,,
k41q1zcm,17,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-29,100.0,0.45552,Csotarto,,,,,,,
0vlla8w3,18,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-29,100.0,0.45552,Csotarto,,,,,,,
qo1lbw93,19,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-29,100.0,0.45552,Csotarto,,,,,,,
7jefm0l0,20,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-29,100.0,0.45552,Csotarto,,,,,,,
g26pjaom,21,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,2023-07-29,100.0,0.45552,Csotarto,,,,,,,
tlm0za78,22,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
de2opk9c,23,35v9941u,P200007-050-EMPDIO-0001,5,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
hijlxbuj,1,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
fmggokrb,2,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
ofu1xoaa,3,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
gdol9gnb,4,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
71413ljn,5,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
93s44c43,6,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
7ji4nj1t,7,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
aeow7bto,8,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
7gj6268m,9,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
o38s9qyz,10,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
wmwfnffj,11,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
kj2j88lg,12,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
01ok7e02,13,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
61cjcnmp,14,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
p8928sv7,15,8w8bwatb,P200007-050-EMPDIO-0001,8,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
sgmhvqk7,1,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
6f2mp636,2,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
9gkpk7jd,3,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
mi357zkn,4,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
jjuloi1m,5,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
ps2tnzr8,6,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
7xeizwbv,7,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
uca6kqox,8,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
rfanuu2q,9,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
ba8uk8l0,10,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
hx32dzdv,11,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
54yfuaox,12,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
wyis6s9x,13,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
c6gmoq2r,14,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
dwtbu27x,15,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
92uyxe3y,16,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
bkh94wcp,17,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
zyn2sgwv,18,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
rcgpi6f0,19,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
9o0utlrh,20,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
9dvxby6z,21,xyn2be5o,P200007-050-EMPDIO-0001,9,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
24indlyy,1,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
pxm5o3rr,2,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
pzw4l039,3,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
k26khhx3,4,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
9whxrq9c,5,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
jme7ro46,6,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
bxcvdz0z,7,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
56z2s1at,8,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
67ccplet,9,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
ry09ls2t,10,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
8a2mejaj,11,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
f9ojzabr,12,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
gv3066g2,13,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
mb5xaukn,14,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
y8nluccy,15,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
kp3396p4,16,bqylpvtj,P200007-050-EMPDIO-0001,10,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
wc4qwzfq,1,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
melddnh8,2,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
6xw0wj3s,3,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
sclm38cg,4,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
luyb5kqw,5,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
mkrwptlq,6,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
jfkdlkyi,7,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
j07nmkqh,8,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
d3llwjjc,9,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
mrm7s16u,10,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
0m1n7aqa,11,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
up15o5rl,12,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
nw9au7qf,13,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
2tuupqm7,14,6jelsdof,P200007-050-EMPDIO-0001,11,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
th2kn9z9,1,goejrcqz,P200007-050-EMPDIO-0001,12,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
n0z6v7c0,2,goejrcqz,P200007-050-EMPDIO-0001,12,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
i2dmobun,3,goejrcqz,P200007-050-EMPDIO-0001,12,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
7ibs3fgv,4,goejrcqz,P200007-050-EMPDIO-0001,12,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
hkm0piwy,5,goejrcqz,P200007-050-EMPDIO-0001,12,1.2,80.0,"Fix, csúszó",0.45552,,0.0,0.0,Csotarto,,,,,,,
